title,code,type,last update of data,last table structure change,data start,data end,start_year,start_period,end_year,end_period,domain
Hours spent in CVT courses by type of CVT planning and NACE Rev. 2 activity - hours per person employed in all enterprises,TRNG_CVT_27N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Hours spent in CVT courses by type of CVT planning and size class - hours per person employed in all enterprises,TRNG_CVT_27S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
"Employer business demography by legal form (until 2007, NACE Rev. 1.1)",BD_9E_L_FORM,dataset,2012-01-12 10:00:00+00:00,2024-10-14 21:00:00+00:00,2002,2007,2002.0,,2007.0,,BD
Hours spent in CVT courses by type of CVT agreement and NACE Rev. 1.1 activity - hours per person employed in all enterprises,TRNG_CVT_28N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Employer business demography by size class and NACE Rev. 2 activity (2004-2020),BD_9FH_SZ_CL_R2,dataset,2024-01-10 22:00:00+00:00,2023-12-21 22:00:00+00:00,2004,2020,2004.0,,2020.0,,BD
Hours spent in CVT courses by type of CVT agreement and NACE Rev. 2 activity - hours per person employed in all enterprises,TRNG_CVT_28N2,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
"Employer business demography by size class (until 2007, NACE Rev. 1.1)",BD_9F_SIZE_CL,dataset,2015-03-02 22:00:00+00:00,2023-12-21 22:00:00+00:00,2002,2007,2002.0,,2007.0,,BD
"Preliminary results on employer enterprise deaths presented by legal form (until 2007, NACE Rev. 1.1)",BD_9G_L_FORM,dataset,2012-01-19 22:00:00+00:00,2024-10-14 21:00:00+00:00,2006,2007,2006.0,,2007.0,,BD
Hours spent in CVT courses by type of CVT agreement and size class - hours per person employed in all enterprises,TRNG_CVT_28S,dataset,2024-06-07 21:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
"Preliminary results on employer enterprise deaths presented by size class (until 2007, NACE Rev. 1.1)",BD_9H_SIZE_CL,dataset,2011-08-08 21:00:00+00:00,2023-12-21 22:00:00+00:00,2006,2007,2006.0,,2007.0,,BD
Main skills targeted by CVT courses by type of skill and NACE Rev. 2 activity - % of enterprises providing CVT courses,TRNG_CVT_29N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
"Indicators with growth by 20% or more (until 2007, NACE Rev. 1.1)",BD_9N,dataset,2011-08-08 21:00:00+00:00,2024-10-14 21:00:00+00:00,2004,2007,2004.0,,2007.0,,BD
Main skills targeted by CVT courses by type of skill and size class - % of enterprises providing CVT courses,TRNG_CVT_29S,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
"Indicators with growth by 20% or more (NACE Rev. 2, 2007-2013)",BD_9N_R2,dataset,2020-09-25 21:00:00+00:00,2023-12-21 22:00:00+00:00,2007,2013,2007.0,,2013.0,,BD
Main providers used for external CVT courses by type of provider and NACE Rev. 2 activity - % of enterprises providing external CVT courses,TRNG_CVT_30N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Main providers used for external CVT courses by type of provider and size class - % of enterprises providing external CVT courses,TRNG_CVT_30S,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
High growth enterprises (growth by 10% or more) and related employment by NACE Rev. 2 (2008-2020),BD_9PM_R2,dataset,2025-01-03 22:00:00+00:00,2023-12-21 22:00:00+00:00,2008,2021,2008.0,,2021.0,,BD
Enterprises which assess the outcomes of CVT activities by type of training provided and NACE Rev. 2 activity - % of training enterprises,TRNG_CVT_31N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Enterprises which assess the outcomes of CVT activities by type of training provided and size class - % of training enterprises,TRNG_CVT_31S,dataset,2022-10-18 21:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Employer business demography by NACE Rev. 2 and NUTS 3 region (2008-2020),BD_ENACE2_R3,dataset,2022-12-07 22:00:00+00:00,2024-01-10 10:00:00+00:00,2008,2020,2008.0,,2020.0,,BD
Enterprises which assess the outcomes of CVT activities by assessment method and NACE Rev. 1.1 activity - % of training enterprises,TRNG_CVT_32N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Employer business demography by size class and NUTS 3 region (2008-2019),BD_ESIZE_R3,dataset,2022-12-07 22:00:00+00:00,2024-01-10 10:00:00+00:00,2008,2019,2008.0,,2019.0,,BD
Enterprises which assess the outcomes of CVT activities by assessment method and NACE Rev. 2 activity - % of training enterprises,TRNG_CVT_32N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
High growth enterprises and related employment by NACE Rev. 2 activity,BD_HG,dataset,2025-01-31 22:00:00+00:00,2025-01-20 22:00:00+00:00,2012,2023,2012.0,,2023.0,,BD
Enterprises which assess the outcomes of CVT activities by assessment method and size class - % of training enterprises,TRNG_CVT_32S,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Enterprises which assess their future skill needs by type of training provided and NACE Rev. 1.1 activity - % of all enterprises,TRNG_CVT_33N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Business demography and high growth enterprise by NACE Rev. 2 and NUTS 3 region (2008-2020),BD_HGNACE2_R3,dataset,2022-12-07 22:00:00+00:00,2024-01-10 10:00:00+00:00,2008,2020,2008.0,,2020.0,,BD
Enterprises which assess their future skill needs by type of training provided and NACE Rev. 2 activity - % of all enterprises,TRNG_CVT_33N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Business demography and high growth enterprises by NACE Rev. 2 activity and NUTS 3 region,BD_HGNACE_R,dataset,2025-02-03 22:00:00+00:00,2024-11-25 22:00:00+00:00,2013,2022,2013.0,,2022.0,,BD
Enterprises which assess their future skill needs by type of training provided and size class - % of all enterprises,TRNG_CVT_33S,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
High growth micro enterprises and related employment by NACE Rev. 2 activity,BD_HG_MICRO,dataset,2024-12-13 22:00:00+00:00,2024-12-06 22:00:00+00:00,2015,2022,2015.0,,2022.0,,BD
Enterprises employing IVT participants by NACE Rev. 1.1 activity - % of all enterprises,TRNG_CVT_34N1,dataset,2019-02-26 10:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2005,2005.0,,2005.0,,TRNG
Business demography by legal form and NACE Rev. 2 activity,BD_L_FORM,dataset,2024-12-11 22:00:00+00:00,2024-09-20 09:00:00+00:00,2015,2022,2015.0,,2022.0,,BD
Enterprises employing IVT participants by NACE Rev. 2 activity - % of all enterprises,TRNG_CVT_34N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Enterprises employing IVT participants by size class - % of all enterprises,TRNG_CVT_34S,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2005,2020,2005.0,,2020.0,,TRNG
Employer business demography by NACE Rev. 2 activity and NUTS 3 region,BD_SALGE1_NACE_R,dataset,2025-02-03 22:00:00+00:00,2024-11-25 22:00:00+00:00,2013,2022,2013.0,,2022.0,,BD
Enterprises employing IVT participants by reason and NACE Rev. 2 activity - % of enterprises employing IVT participants,TRNG_CVT_35N2,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Employer business demography by size class and NACE Rev. 2 activity,BD_SALGE1_SIZE,dataset,2025-01-29 10:00:00+00:00,2024-11-15 22:00:00+00:00,2015,2022,2015.0,,2022.0,,BD
Enterprises employing IVT participants by reason and size class - % of enterprises employing IVT participants,TRNG_CVT_35S,dataset,2023-03-13 22:00:00+00:00,2024-01-03 22:00:00+00:00,2010,2020,2010.0,,2020.0,,TRNG
Participation in formal education by sex and age,TRNG_FED1,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Participation in formal education by educational attainment level and labour status,TRNG_FED2,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Employer business demography by size class and NUTS 3 region,BD_SALGE1_SIZE_R,dataset,2025-02-03 22:00:00+00:00,2024-11-25 22:00:00+00:00,2013,2022,2013.0,,2022.0,,BD
Participation in formal education by degree of urbanisation,TRNG_FED3,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Participation in formal education by sex and labour status,TRNG_FED6,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Fields of study in formal education by sex and labour status,TRNG_FED8,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Business demography by size class and NACE Rev. 2 activity,BD_SIZE,dataset,2024-12-11 22:00:00+00:00,2024-09-20 09:00:00+00:00,2015,2022,2015.0,,2022.0,,BD
Participation in informal learning by sex and age,TRNG_INF1,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Participants studying in libraries or learning centres by sex and age,TRNG_INF10,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Participants studying in libraries or learning centres by educational attainment level and labour status,TRNG_INF11,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Participation in informal learning by educational attainment level and labour status,TRNG_INF2,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Business demography by size class and NUTS 3 region,BD_SIZE_R,dataset,2025-02-03 22:00:00+00:00,2024-11-25 22:00:00+00:00,2013,2022,2013.0,,2022.0,,BD
Participation in informal learning by degree of urbanisation,TRNG_INF3,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Business demography by size class and NUTS 3 region (2008-2020),BD_SIZE_R3,dataset,2022-12-07 22:00:00+00:00,2024-01-10 10:00:00+00:00,2008,2020,2008.0,,2020.0,,BD
Self-studying (with printed materials) participants by sex and age,TRNG_INF4,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Balance of payments by country - annual data (BPM6),BOP_C6_A,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1982,2024,1982.0,,2024.0,,BOP
Self-studying (with printed materials) participants by educational attainment level and labour status,TRNG_INF5,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Balance of payments by country - monthly data (BPM6),BOP_C6_M,dataset,2025-04-16 09:00:00+00:00,2025-04-16 09:00:00+00:00,1991-01,2025-02,1991.0,01,2025.0,02,BOP
Computer based learning participants by sex and age,TRNG_INF6,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Balance of payments by country - quarterly data (BPM6),BOP_C6_Q,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1991-Q1,2024-Q4,1991.0,Q1,2024.0,Q4,BOP
Computer based learning participants by educational attainment level and labour status,TRNG_INF7,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
European Union and euro area balance of payments - monthly data (BPM6),BOP_EU6_M,dataset,2025-04-16 21:00:00+00:00,2025-04-16 09:00:00+00:00,1999-01,2025-02,1999.0,01,2025.0,02,BOP
Participants studying by making use of educational broadcasting by sex and age,TRNG_INF8,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
European Union and euro area balance of payments - quarterly data (BPM6),BOP_EU6_Q,dataset,2025-04-11 21:00:00+00:00,2025-02-19 10:00:00+00:00,1999,2024-Q4,1999.0,,2024.0,Q4,BOP
Participants studying by making use of educational broadcasting by educational attainment level and labour status,TRNG_INF9,dataset,2009-03-27 10:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2003,2003.0,,2003.0,,TRNG
Balance of payments of the EU institutions - annual data (BPM6),BOP_EUINS6_A,dataset,2024-11-22 22:00:00+00:00,2024-11-28 10:00:00+00:00,1987,2023,1987.0,,2023.0,,BOP
Participation rate in education and training (last 4 weeks) by sex and age,TRNG_LFSE_01,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,1992,2024,1992.0,,2024.0,,TRNG
International investment position of the EU institutions (BPM6),BOP_EUINS6_IIP,dataset,2024-06-07 21:00:00+00:00,2024-06-07 21:00:00+00:00,1999,2023,1999.0,,2023.0,,BOP
Balance of payments of the EU institutions - monthly data (BPM6),BOP_EUINS6_M,dataset,2025-02-03 22:00:00+00:00,2025-02-03 22:00:00+00:00,1999-01,2024-12,1999.0,01,2024.0,12,BOP
Participation rate in education and training (last 4 weeks) by sex and labour status,TRNG_LFSE_02,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,1992,2024,1992.0,,2024.0,,TRNG
Balance of payments of the EU institutions - quarterly data (BPM6),BOP_EUINS6_Q,dataset,2025-02-03 22:00:00+00:00,2025-02-03 22:00:00+00:00,1999-Q1,2024-Q4,1999.0,Q1,2024.0,Q4,BOP
Participation rate in education and training (last 4 weeks) by sex and educational attainment level,TRNG_LFSE_03,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2000,2024,2000.0,,2024.0,,TRNG
Export market shares (BPM6),BOP_EXMS6_Q,dataset,2025-02-05 22:00:00+00:00,2024-07-17 21:00:00+00:00,1991,2023,1991.0,,2023.0,,BOP
Participation rate in education and training (last 4 weeks) by NUTS 2 region,TRNG_LFSE_04,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2000,2024,2000.0,,2024.0,,TRNG
"EU direct investment positions, flows and income, by countries (BPM6)",BOP_FDI6_GEO,dataset,2025-03-28 22:00:00+00:00,2025-02-13 22:00:00+00:00,2007,2023,2007.0,,2023.0,,BOP
Participation rate in education and training (last 4 weeks) by sex and age,TRNG_LFS_01,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"EU direct investment income, by country and economic activity (BPM6)",BOP_FDI6_INC,dataset,2025-04-09 09:00:00+00:00,2025-04-07 21:00:00+00:00,2007,2023,2007.0,,2023.0,,BOP
"Participation rate in education and training (last 4 weeks) by sex, age and educational attainment level",TRNG_LFS_02,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"EU direct investments indicators in % of GDP, impact indicators and rate of return on direct investment (BPM6)",BOP_FDI6_IND,dataset,2025-03-28 22:00:00+00:00,2025-03-28 22:00:00+00:00,2007,2023,2007.0,,2023.0,,BOP
"EU direct investment positions by country, ultimate and immediate counterpart and economic activity (BPM6)",BOP_FDI6_POS,dataset,2025-04-09 09:00:00+00:00,2025-04-07 21:00:00+00:00,2007,2023,2007.0,,2023.0,,BOP
"Participation rate in education and training (last 4 weeks) by sex, age and labour status",TRNG_LFS_03,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"EU direct investment flows, by country and economic activity (NACE Rev. 2)",BOP_FDI_FLOW_R2,dataset,2015-07-16 21:00:00+00:00,2024-11-28 10:00:00+00:00,2008,2012,2008.0,,2012.0,,BOP
"Participation rate of employees in education and training (last 4 weeks) by sex, age and occupation",TRNG_LFS_04,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"EU direct investment income, by country and economic activity (NACE Rev. 2)",BOP_FDI_INC_R2,dataset,2015-07-16 21:00:00+00:00,2024-11-28 10:00:00+00:00,2008,2012,2008.0,,2012.0,,BOP
"Participation rate of employees in education and training (last 4 weeks) by sex, age and employment contract",TRNG_LFS_05,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"EU direct investment positions, by country and economic activity (NACE Rev. 2)",BOP_FDI_POS_R2,dataset,2015-07-16 21:00:00+00:00,2024-11-28 10:00:00+00:00,2008,2012,2008.0,,2012.0,,BOP
"Participation rate of employees in education and training (last 4 weeks) by sex, age and full-time/part-time employment",TRNG_LFS_06,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
Main Balance of Payments and International Investment Position items as share of GDP (BPM6),BOP_GDP6_Q,dataset,2025-04-11 21:00:00+00:00,2025-04-04 09:00:00+00:00,1991,2024-Q4,1991.0,,2024.0,Q4,BOP
"Participation rate of employees in education and training (last 4 weeks) by sex, age and size of the local unit",TRNG_LFS_07,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
International investment position - quarterly and annual data (BPM6),BOP_IIP6_Q,dataset,2025-04-11 21:00:00+00:00,2025-04-03 21:00:00+00:00,1991,2024-Q4,1991.0,,2024.0,Q4,BOP
"Participation rate of employees in education and training (last 4 weeks) by sex, age and NACE Rev. 1.1 activity",TRNG_LFS_08A,dataset,2024-04-24 21:00:00+00:00,2024-06-07 21:00:00+00:00,2004,2008,2004.0,,2008.0,,TRNG
International trade in services (since 2010) (BPM6),BOP_ITS6_DET,dataset,2025-03-31 21:00:00+00:00,2025-01-29 22:00:00+00:00,2010,2023,2010.0,,2023.0,,BOP
"Participation rate of employees in education and training (last 4 weeks) by sex, age and NACE Rev. 2 activity",TRNG_LFS_08B,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2008,2024,2008.0,,2024.0,,TRNG
"Participation rate in education and training (last 4 weeks) by type, sex and age",TRNG_LFS_09,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"Total services, detailed geographical breakdown by EU Member States (since 2010) (BPM6)",BOP_ITS6_TOT,dataset,2025-03-31 21:00:00+00:00,2025-01-29 22:00:00+00:00,2010,2023,2010.0,,2023.0,,BOP
"Participation rate in education and training (last 4 weeks) by type, sex, age and educational attainment level",TRNG_LFS_10,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
International trade in services - historical data (2004-2013),BOP_ITS_DET,dataset,2014-05-16 21:00:00+00:00,2024-11-28 10:00:00+00:00,2004,2013,2004.0,,2013.0,,BOP
International trade in services - historical data (1985-2003),BOP_ITS_DETH,dataset,2014-05-16 21:00:00+00:00,2024-11-28 10:00:00+00:00,1985,2003,1985.0,,2003.0,,BOP
"Participation rate in education and training (last 4 weeks) by type, sex, age and labour status",TRNG_LFS_11,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
International trade in services - market integration indicators - historical data (1992-2013),BOP_ITS_STR,dataset,2014-05-28 21:00:00+00:00,2024-01-03 22:00:00+00:00,1992,2013,1992.0,,2013.0,,BOP
"Participation rate in education and training (last 4 weeks) by sex, age and citizenship",TRNG_LFS_12,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
"Total services, detailed geographical breakdown by EU Member States - historical data (2002-2012)",BOP_ITS_TOT,dataset,2014-05-27 21:00:00+00:00,2025-03-27 10:00:00+00:00,2002,2012,2002.0,,2012.0,,BOP
"Participation rate in education and training (last 4 weeks) by sex, age and country of birth",TRNG_LFS_13,dataset,2025-04-14 21:00:00+00:00,2025-04-14 21:00:00+00:00,2004,2024,2004.0,,2024.0,,TRNG
